session_id,session_length,total_spend,avg_price,price_std,category_diversity,product_diversity,color_diversity,location_diversity,photo_diversity,page_diversity,country,month,day_of_week,avg_price_per_click,category_engagement,product_engagement,price_sensitivity,min_price,max_price,conversion_target,revenue_target
12031,4,167,41.75,9.464847243000458,2,4,4,3,1,1,29,5,4,41.75,0.5,1.0,0.22670292797605887,28,48,0,257.18
12032,7,313,44.714285714285715,8.538428538364766,1,6,5,4,2,2,29,5,4,44.714285714285715,0.14285714285714285,0.8571428571428571,0.19095527082604907,38,57,1,558.705
12033,9,277,30.77777777777778,2.6352313834736494,1,8,5,4,2,3,29,5,4,30.77777777777778,0.1111111111111111,0.8888888888888888,0.08562123628614746,28,33,1,552.615
12034,6,320,53.333333333333336,17.24722199853259,2,6,4,4,2,2,29,5,4,53.333333333333336,0.3333333333333333,1.0,0.3233854124724861,38,82,1,563.2
12035,4,214,53.5,10.598742063723098,1,4,4,4,2,2,29,5,4,53.5,0.25,1.0,0.19810732829388966,38,62,0,314.58
12036,7,313,44.714285714285715,14.185841365181524,3,7,5,5,2,3,29,5,4,44.714285714285715,0.42857142857142855,1.0,0.3172552381989478,28,67,1,611.915
12038,4,142,35.5,6.454972243679029,1,4,4,3,2,1,29,5,4,35.5,0.25,1.0,0.18183020404729658,28,43,0,208.73999999999998
12039,10,477,47.7,7.394442357458593,2,7,6,5,2,2,9,5,4,47.7,0.2,0.7,0.15501975592156378,38,62,1,1049.4
12040,4,206,51.5,7.0,2,3,3,3,2,1,44,5,4,51.5,0.5,0.75,0.13592233009708737,48,62,0,317.24
12041,7,361,51.57142857142857,12.286267983093197,2,7,6,5,2,1,29,5,4,51.57142857142857,0.2857142857142857,1.0,0.23823788332867696,33,67,1,675.07
12042,1,33,33.0,,1,1,1,1,1,1,29,5,4,33.0,1.0,1.0,,33,33,0,38.11500000000001
12043,10,391,39.1,11.44503774082414,4,10,7,5,2,4,29,5,4,39.1,0.4,1.0,0.2927119626809243,26,62,1,938.4
12044,6,243,40.5,2.73861278752583,1,2,1,2,1,1,9,5,4,40.5,0.16666666666666666,0.3333333333333333,0.06762006882779828,38,43,1,408.24
12045,2,81,40.5,10.606601717798213,2,2,2,2,2,2,9,5,4,40.5,1.0,1.0,0.2618914004394621,33,48,0,106.92000000000002
12046,2,95,47.5,13.435028842544403,1,2,2,2,2,2,29,5,4,47.5,0.5,1.0,0.282842712474619,38,57,0,119.7
12047,9,400,44.44444444444444,6.306962642808168,3,9,9,5,2,1,29,5,4,44.44444444444444,0.3333333333333333,1.0,0.1419066594631838,38,52,1,873.9999999999999
12048,1,38,38.0,,1,1,1,1,1,1,29,5,4,38.0,1.0,1.0,,38,38,0,43.89000000000001
12049,4,200,50.0,13.856406460551018,1,4,2,3,1,3,9,5,4,50.0,0.25,1.0,0.27712812921102037,38,62,0,294.0
12050,5,256,51.2,19.227584351654787,1,5,3,3,2,2,29,5,4,51.2,0.2,1.0,0.37553875686825755,33,82,0,403.20000000000005
12051,2,81,40.5,3.5355339059327378,1,2,2,2,1,2,29,5,4,40.5,0.5,1.0,0.08729713347982068,38,43,0,102.06
12052,4,196,49.0,9.865765724632494,2,4,3,4,1,3,9,5,5,49.0,0.5,1.0,0.2013421576455611,38,62,0,301.84
12053,4,185,46.25,13.225606476327151,2,4,3,2,2,1,29,5,5,46.25,0.5,1.0,0.2859590589476141,33,62,0,284.90000000000003
12054,6,251,41.833333333333336,15.07868252423489,2,6,5,4,2,3,29,5,5,41.833333333333336,0.3333333333333333,1.0,0.36044659420481806,20,57,1,441.76000000000005
12055,2,76,38.0,0.0,1,1,1,1,1,1,9,5,5,38.0,0.5,0.5,0.0,38,38,0,95.76
12056,32,1308,40.875,9.711150890234547,4,28,11,6,2,5,29,5,5,40.875,0.125,0.875,0.23758167315558526,23,57,1,6592.320000000001
12057,29,1390,47.93103448275862,18.77865626274901,4,21,8,6,2,4,24,5,5,47.93103448275862,0.13793103448275862,0.7241379310344828,0.39178491483433187,20,82,1,6505.200000000001
12058,3,134,44.666666666666664,2.886751345948128,1,3,3,3,2,2,29,5,5,44.666666666666664,0.3333333333333333,1.0,0.06462876147645064,43,48,0,182.91000000000003
12060,1,62,62.0,,1,1,1,1,1,1,29,5,5,62.0,1.0,1.0,,62,62,0,71.61
12061,2,104,52.0,0.0,1,2,2,2,1,1,29,5,5,52.0,0.5,1.0,0.0,52,52,0,131.04
12062,1,57,57.0,,1,1,1,1,1,1,29,5,5,57.0,1.0,1.0,,57,57,0,65.83500000000001
12063,1,38,38.0,,1,1,1,1,1,1,29,5,5,38.0,1.0,1.0,,38,38,0,43.89000000000001
12064,4,162,40.5,5.0,2,4,4,4,2,1,41,5,5,40.5,0.5,1.0,0.12345679012345678,38,48,0,249.48
12065,14,639,45.642857142857146,12.905616802576507,3,14,7,5,2,1,29,5,5,45.642857142857146,0.21428571428571427,1.0,0.2827521678185776,28,72,1,1763.64
12066,14,580,41.42857142857143,12.906255404703122,3,11,7,4,2,3,21,5,5,41.42857142857143,0.21428571428571427,0.7857142857142857,0.31153030287214434,26,72,1,1600.8000000000002
12067,2,95,47.5,20.506096654409877,2,2,2,2,1,1,29,5,5,47.5,1.0,1.0,0.43170729798757634,33,62,0,125.4
12068,10,476,47.6,10.123679612121714,4,10,7,5,2,4,29,5,5,47.6,0.4,1.0,0.21268234479247297,33,62,1,1142.3999999999999
12069,1,38,38.0,,1,1,1,1,1,1,29,5,5,38.0,1.0,1.0,,38,38,0,43.89000000000001
12070,5,219,43.8,7.9498427657407165,2,5,4,4,2,3,29,5,5,43.8,0.4,1.0,0.1815032594917972,33,52,0,361.35
12071,10,413,41.3,12.302212989720363,3,8,4,5,2,4,29,5,5,41.3,0.3,0.8,0.2978744065307594,26,57,1,949.9
12072,10,504,50.4,10.134649037392025,3,9,4,5,2,2,29,5,5,50.4,0.3,0.9,0.20108430629746082,38,62,1,1159.1999999999998
12073,2,81,40.5,10.606601717798213,1,2,2,2,2,2,29,5,5,40.5,0.5,1.0,0.2618914004394621,33,48,0,102.06
12074,5,190,38.0,7.0710678118654755,2,4,4,2,2,1,29,5,5,38.0,0.4,0.8,0.18608073189119673,28,43,0,313.5
12075,2,85,42.5,13.435028842544403,2,2,2,2,2,1,29,5,5,42.5,1.0,1.0,0.3161183257069271,33,52,0,112.2
12076,4,209,52.25,3.6855573979159977,2,3,3,2,2,1,29,5,5,52.25,0.5,0.75,0.0705369836921722,48,57,0,321.86
12079,6,275,45.833333333333336,8.841191473249895,2,6,3,5,2,1,29,5,5,45.833333333333336,0.3333333333333333,1.0,0.19289872305272496,33,60,1,484.00000000000006
12080,4,190,47.5,10.969655114602888,1,2,2,2,1,2,29,5,5,47.5,0.25,0.5,0.23094010767585027,38,57,0,279.3
12081,1,82,82.0,,1,1,1,1,1,1,29,5,5,82.0,1.0,1.0,,82,82,0,94.71000000000001
12082,7,304,43.42857142857143,13.201731488169054,2,6,3,5,2,3,29,5,5,43.42857142857143,0.2857142857142857,0.8571428571428571,0.303987238214419,28,62,1,568.4800000000001
12083,1,62,62.0,,1,1,1,1,1,1,29,5,5,62.0,1.0,1.0,,62,62,0,71.61
12084,18,689,38.27777777777778,11.579929673440596,4,14,8,6,2,4,29,5,5,38.27777777777778,0.2222222222222222,0.7777777777777778,0.30252356186056706,28,62,1,2315.0399999999995
12085,2,154,77.0,7.0710678118654755,1,2,1,2,1,1,29,5,5,77.0,0.5,1.0,0.09183204950474644,72,82,0,194.04
12086,4,199,49.75,4.5,2,4,4,3,2,2,29,5,5,49.75,0.5,1.0,0.09045226130653267,43,52,0,306.46
12087,13,594,45.69230769230769,10.290647982388473,3,12,7,5,2,1,29,5,5,45.69230769230769,0.23076923076923078,0.9230769230769231,0.22521620163476455,28,62,1,1571.1299999999997
12088,1,62,62.0,,1,1,1,1,1,1,29,5,5,62.0,1.0,1.0,,62,62,0,71.61
12090,2,71,35.5,10.606601717798213,2,2,2,1,2,2,29,5,5,35.5,1.0,1.0,0.29877751317741447,28,43,0,93.72000000000001
12091,1,82,82.0,,1,1,1,1,1,1,44,5,5,82.0,1.0,1.0,,82,82,0,94.71000000000001
12092,5,160,32.0,6.519202405202649,1,5,5,4,2,3,29,5,5,32.0,0.2,1.0,0.20372507516258279,28,43,0,252.0
12093,1,38,38.0,,1,1,1,1,1,1,29,5,5,38.0,1.0,1.0,,38,38,0,43.89000000000001
12094,2,76,38.0,0.0,1,2,2,2,1,1,29,5,5,38.0,0.5,1.0,0.0,38,38,0,95.76
12095,1,38,38.0,,1,1,1,1,1,1,29,5,5,38.0,1.0,1.0,,38,38,0,43.89000000000001
12096,4,106,26.5,7.505553499465135,2,3,2,2,2,2,29,5,5,26.5,0.5,0.75,0.2832284339420806,20,33,0,163.23999999999998
12097,1,38,38.0,,1,1,1,1,1,1,29,5,5,38.0,1.0,1.0,,38,38,0,43.89000000000001
12098,2,71,35.5,10.606601717798213,1,2,2,1,2,1,29,5,5,35.5,0.5,1.0,0.29877751317741447,28,43,0,89.46000000000001
12099,2,85,42.5,27.577164466275352,2,2,2,1,1,1,29,5,5,42.5,1.0,1.0,0.6488744580300083,23,62,0,112.2
12100,8,330,41.25,11.683321445547923,1,8,5,3,2,3,29,5,5,41.25,0.125,1.0,0.283232035043586,28,62,1,623.7
12101,19,705,37.10526315789474,9.66606168705806,3,16,7,5,2,3,29,5,5,37.10526315789474,0.15789473684210525,0.8421052631578947,0.260503790147664,23,62,1,2351.175
12102,8,278,34.75,8.119641089886388,3,8,6,4,2,3,29,5,5,34.75,0.375,1.0,0.23365873639960827,28,52,1,575.46
12103,1,57,57.0,,1,1,1,1,1,1,29,5,5,57.0,1.0,1.0,,57,57,0,65.83500000000001
12104,5,243,48.6,12.895735729302148,1,3,2,2,2,2,29,5,5,48.6,0.2,0.6,0.26534435657000305,33,62,0,382.725
12105,2,66,33.0,7.0710678118654755,2,2,2,1,1,2,29,5,5,33.0,1.0,1.0,0.21427478217774168,28,38,0,87.12
12106,4,219,54.75,9.142392101268317,2,4,3,3,1,1,29,5,5,54.75,0.5,1.0,0.16698433061677292,43,62,0,337.26
12107,4,185,46.25,10.56330125166055,1,4,2,3,2,2,29,5,5,46.25,0.25,1.0,0.22839570273860646,33,57,0,271.95
12108,6,252,42.0,9.486832980505138,3,6,5,4,1,4,29,5,5,42.0,0.5,1.0,0.22587697572631282,28,52,1,463.68
12109,9,420,46.666666666666664,12.708265027138834,2,9,4,4,2,2,29,5,5,46.666666666666664,0.2222222222222222,1.0,0.27231996486726073,28,65,1,877.8000000000001
12110,2,43,21.5,2.1213203435596424,2,2,2,2,2,2,29,5,5,21.5,1.0,1.0,0.09866606249114616,20,23,0,56.760000000000005
12111,4,176,44.0,12.0,2,4,3,2,1,2,29,5,5,44.0,0.5,1.0,0.2727272727272727,38,62,0,271.04
12112,3,119,39.666666666666664,2.88675134594813,1,3,2,2,2,2,29,5,5,39.666666666666664,0.3333333333333333,1.0,0.07277524401549908,38,43,0,162.43500000000003
12113,5,238,47.6,9.50263121456368,2,5,2,2,2,1,29,5,5,47.6,0.4,1.0,0.19963510954965713,38,62,0,392.70000000000005
12114,1,28,28.0,,1,1,1,1,1,1,29,5,5,28.0,1.0,1.0,,28,28,0,32.34
12115,7,299,42.714285714285715,13.671311638052945,2,7,4,4,1,3,29,5,5,42.714285714285715,0.2857142857142857,1.0,0.3200641520614402,28,62,1,559.1300000000001
12116,2,90,45.0,16.97056274847714,1,2,2,2,2,2,29,5,5,45.0,0.5,1.0,0.3771236166328253,33,57,0,113.4
12117,2,129,64.5,3.5355339059327378,1,2,2,2,2,1,29,5,5,64.5,0.5,1.0,0.05481447916174787,62,67,0,162.54
12118,1,57,57.0,,1,1,1,1,1,1,29,5,5,57.0,1.0,1.0,,57,57,0,65.83500000000001
12119,1,38,38.0,,1,1,1,1,1,1,29,5,5,38.0,1.0,1.0,,38,38,0,43.89000000000001
12120,3,123,41.0,12.12435565298214,2,3,3,2,2,3,29,5,5,41.0,0.6666666666666666,1.0,0.2957159915361498,28,52,0,175.89000000000001
12121,2,104,52.0,0.0,1,2,2,2,1,1,29,5,5,52.0,0.5,1.0,0.0,52,52,0,131.04
12122,1,33,33.0,,1,1,1,1,1,1,9,5,5,33.0,1.0,1.0,,33,33,0,38.11500000000001
12123,2,66,33.0,0.0,1,2,2,2,1,2,29,5,5,33.0,0.5,1.0,0.0,33,33,0,83.16000000000001
12124,2,120,60.0,31.11269837220809,1,2,1,2,1,1,9,5,5,60.0,0.5,1.0,0.5185449728701348,38,82,0,151.20000000000002
12125,5,243,48.6,15.043270920913443,2,5,4,4,2,3,29,5,5,48.6,0.4,1.0,0.30953232347558524,33,67,0,400.95000000000005
12126,3,192,64.0,17.08800749063506,2,3,2,2,1,1,46,5,5,64.0,0.6666666666666666,1.0,0.2670001170411728,48,82,0,274.56000000000006
12127,7,376,53.714285714285715,11.338934190276817,1,6,4,3,1,1,29,5,5,53.714285714285715,0.14285714285714285,0.8571428571428571,0.21109717907430242,38,67,1,671.1600000000001
12128,5,189,37.8,8.955445270895243,2,5,5,2,1,1,29,5,5,37.8,0.4,1.0,0.23691654155807523,28,52,0,311.85
12129,4,162,40.5,2.886751345948129,2,4,3,4,2,1,29,5,5,40.5,0.5,1.0,0.07127781101106491,38,43,0,249.48
12130,1,57,57.0,,1,1,1,1,1,1,29,5,5,57.0,1.0,1.0,,57,57,0,65.83500000000001
12131,4,137,34.25,4.787135538781691,1,4,3,3,1,1,29,5,5,34.25,0.25,1.0,0.13977038069435596,28,38,0,201.39
12132,3,84,28.0,0.0,1,1,1,1,1,1,29,5,5,28.0,0.3333333333333333,0.3333333333333333,0.0,28,28,0,114.66000000000001
12133,4,209,52.25,13.047988350699889,1,4,4,3,2,2,9,5,5,52.25,0.25,1.0,0.24972226508516535,33,62,0,307.22999999999996
12134,8,322,40.25,12.13907504125182,3,7,6,5,1,2,29,5,5,40.25,0.375,0.875,0.30159192649072847,23,62,1,666.54
12135,1,48,48.0,,1,1,1,1,1,1,29,5,5,48.0,1.0,1.0,,48,48,0,55.440000000000005
12136,4,180,45.0,11.343133018115703,2,4,4,3,1,2,29,5,5,45.0,0.5,1.0,0.2520696226247934,33,57,0,277.2
12137,2,105,52.5,13.435028842544403,1,2,1,2,1,1,29,5,5,52.5,0.5,1.0,0.2559053112865601,43,62,0,132.3
12138,5,143,28.6,6.985699678629192,2,4,4,2,2,2,9,5,5,28.6,0.4,0.8,0.2442552335185032,20,38,0,235.95000000000002
12139,4,171,42.75,20.74246851269154,1,4,3,3,1,1,9,5,5,42.75,0.25,1.0,0.485203941817346,28,72,0,251.36999999999998
12140,2,76,38.0,0.0,2,2,2,1,1,2,29,5,5,38.0,1.0,1.0,0.0,38,38,0,100.32000000000001
12141,45,2055,45.666666666666664,10.337486946237773,3,35,11,6,2,3,9,5,5,45.666666666666664,0.06666666666666667,0.7777777777777778,0.22636832728987824,28,62,1,12997.874999999998
12142,1,57,57.0,,1,1,1,1,1,1,29,5,5,57.0,1.0,1.0,,57,57,0,65.83500000000001
12143,19,896,47.1578947368421,14.380786402135996,3,17,7,6,2,2,29,5,5,47.1578947368421,0.15789473684210525,0.8947368421052632,0.30494971165243745,28,82,1,2988.1600000000003
12144,11,450,40.90909090909091,11.02229146279979,2,5,4,3,2,4,9,5,5,40.90909090909091,0.18181818181818182,0.45454545454545453,0.2694337913128838,28,57,1,1039.5
12145,4,152,38.0,4.08248290463863,2,4,3,3,2,3,29,5,5,38.0,0.5,1.0,0.10743376064838502,33,43,0,234.08
12146,15,622,41.46666666666667,10.411989426114674,4,15,9,6,2,2,29,5,5,41.46666666666667,0.26666666666666666,1.0,0.2510929925911899,28,67,1,1866.0
12148,11,373,33.90909090909091,6.252272314199781,2,8,6,3,1,4,29,6,6,33.90909090909091,0.18181818181818182,0.7272727272727273,0.18438336583430992,28,48,1,861.6300000000001
12149,2,109,54.5,3.5355339059327378,1,2,2,2,2,1,29,6,6,54.5,0.5,1.0,0.06487218176023372,52,57,0,137.33999999999997
12150,11,426,38.72727272727273,13.023754520804737,3,9,4,5,2,2,29,6,6,38.72727272727273,0.2727272727272727,0.8181818181818182,0.33629413081890164,23,62,1,1028.79
12151,1,33,33.0,,1,1,1,1,1,1,9,6,6,33.0,1.0,1.0,,33,33,0,38.11500000000001
12153,5,280,56.0,2.2360679774997894,1,3,3,3,1,2,24,6,6,56.0,0.2,0.6,0.03992978531249624,52,57,0,441.0
12154,2,71,35.5,3.5355339059327378,2,2,2,2,2,1,29,6,6,35.5,1.0,1.0,0.09959250439247148,33,38,0,93.72000000000001
12155,1,52,52.0,,1,1,1,1,1,1,29,6,6,52.0,1.0,1.0,,52,52,0,60.06
12156,12,421,35.083333333333336,7.525210155124432,2,10,5,6,2,5,29,6,6,35.083333333333336,0.16666666666666666,0.8333333333333334,0.214495301333713,23,48,1,1018.8200000000002
12157,4,238,59.5,6.454972243679029,1,4,3,4,1,2,29,6,6,59.5,0.25,1.0,0.10848692846519375,52,67,0,349.86
12158,1,38,38.0,,1,1,1,1,1,1,9,6,6,38.0,1.0,1.0,,38,38,0,43.89000000000001
12159,1,38,38.0,,1,1,1,1,1,1,29,6,6,38.0,1.0,1.0,,38,38,0,43.89000000000001
12160,5,256,51.2,7.791020472312981,1,5,4,3,2,2,29,6,6,51.2,0.2,1.0,0.1521683685998629,38,57,0,403.20000000000005
12161,19,855,45.0,9.207484877955423,3,19,11,6,2,4,9,6,6,45.0,0.15789473684210525,1.0,0.20461077506567607,33,62,1,2851.425
12162,3,181,60.333333333333336,2.886751345948128,2,2,2,1,1,2,9,6,6,60.333333333333336,0.6666666666666666,0.6666666666666666,0.04784670739140544,57,62,0,258.83000000000004
12164,1,38,38.0,,1,1,1,1,1,1,9,6,6,38.0,1.0,1.0,,38,38,0,43.89000000000001
12166,3,142,47.333333333333336,16.743157806499145,3,3,2,3,2,3,29,6,6,47.333333333333336,1.0,1.0,0.35372868605279884,28,57,0,212.28999999999996
12167,5,199,39.8,7.981227975693966,2,5,5,3,2,2,29,6,6,39.8,0.4,1.0,0.2005333662234665,33,52,0,328.35
12168,4,162,40.5,8.660254037844387,2,4,4,4,2,2,29,6,6,40.5,0.5,1.0,0.21383343303319474,33,48,0,249.48
12169,11,456,41.45454545454545,12.127354504290178,2,9,6,4,2,3,29,6,6,41.45454545454545,0.18181818181818182,0.8181818181818182,0.29254583234033327,28,62,1,1053.3600000000001
12170,3,114,38.0,13.228756555322953,2,3,3,3,1,1,29,6,6,38.0,0.6666666666666666,1.0,0.3481251725084988,23,48,0,163.02000000000004
12171,2,76,38.0,0.0,1,1,1,1,1,1,29,6,6,38.0,0.5,0.5,0.0,38,38,0,95.76
12172,1,72,72.0,,1,1,1,1,1,1,9,6,6,72.0,1.0,1.0,,72,72,0,83.16000000000001
12173,5,260,52.0,0.0,1,3,3,2,1,1,29,6,6,52.0,0.2,0.6,0.0,52,52,0,409.5
12174,2,56,28.0,0.0,2,2,2,1,2,1,9,6,6,28.0,1.0,1.0,0.0,28,28,0,73.92000000000002
12175,3,153,51.0,19.672315572906,2,3,3,3,2,1,9,6,6,51.0,0.6666666666666666,1.0,0.38573167790011764,33,72,0,218.79000000000002
12177,4,142,35.5,6.454972243679028,2,4,3,4,2,4,29,6,6,35.5,0.5,1.0,0.18183020404729655,28,43,0,218.68
12178,1,33,33.0,,1,1,1,1,1,1,29,6,6,33.0,1.0,1.0,,33,33,0,38.11500000000001
12179,3,162,54.0,14.730919862656235,1,3,3,3,1,2,29,6,6,54.0,0.3333333333333333,1.0,0.2727948122714117,38,67,0,221.13
12180,5,234,46.8,15.642889758609181,2,5,4,5,2,1,29,6,6,46.8,0.4,1.0,0.3342497811668629,23,67,0,386.1
12181,11,482,43.81818181818182,11.91484940583121,4,11,8,3,1,3,29,6,6,43.81818181818182,0.36363636363636365,1.0,0.27191565034054627,20,57,1,1214.64
12182,1,38,38.0,,1,1,1,1,1,1,29,6,6,38.0,1.0,1.0,,38,38,0,43.89000000000001
12183,1,33,33.0,,1,1,1,1,1,1,29,6,6,33.0,1.0,1.0,,33,33,0,38.11500000000001
12184,8,314,39.25,10.26436275942851,2,8,7,5,2,1,29,6,6,39.25,0.25,1.0,0.26151242699180915,23,48,1,621.7200000000001
12185,5,197,39.4,12.739701723352868,2,5,3,3,2,3,29,6,6,39.4,0.4,1.0,0.32334268333382915,28,60,0,325.05
12186,2,86,43.0,0.0,1,1,1,1,1,1,29,6,6,43.0,0.5,0.5,0.0,43,43,0,108.36000000000001
12187,2,134,67.0,0.0,1,1,1,1,1,1,29,6,6,67.0,0.5,0.5,0.0,67,67,0,168.84
12188,8,364,45.5,14.813121596360823,1,8,5,4,2,2,29,6,6,45.5,0.125,1.0,0.32556311200793014,28,62,1,687.96
12189,8,393,49.125,9.187530369240381,2,6,4,4,2,1,29,6,6,49.125,0.25,0.75,0.1870235189667253,33,62,1,778.14
12190,2,104,52.0,0.0,1,1,1,1,1,1,29,6,6,52.0,0.5,0.5,0.0,52,52,0,131.04
12191,1,48,48.0,,1,1,1,1,1,1,29,6,6,48.0,1.0,1.0,,48,48,0,55.440000000000005
12192,3,165,55.0,14.798648586948742,2,3,3,2,2,1,29,6,6,55.0,0.6666666666666666,1.0,0.26906633794452256,38,65,0,235.95000000000002
12193,3,123,41.0,23.065125189341593,2,3,3,2,1,1,29,6,6,41.0,0.6666666666666666,1.0,0.5625640290083316,23,67,0,175.89000000000001
12194,6,255,42.5,11.467344941179714,2,6,5,5,2,2,29,6,6,42.5,0.3333333333333333,1.0,0.26981988096893444,33,65,1,448.8
12195,3,99,33.0,0.0,2,3,2,3,1,2,29,6,6,33.0,0.6666666666666666,1.0,0.0,33,33,0,141.57000000000002
12196,1,43,43.0,,1,1,1,1,1,1,29,6,6,43.0,1.0,1.0,,43,43,0,49.665000000000006
12197,2,76,38.0,14.142135623730951,1,2,1,2,1,2,29,6,6,38.0,0.5,1.0,0.37216146378239345,28,48,0,95.76
12198,2,100,50.0,16.97056274847714,2,2,2,2,1,1,29,6,6,50.0,1.0,1.0,0.3394112549695428,38,62,0,132.0
12199,8,328,41.0,6.25642526870234,2,7,5,4,2,3,29,6,6,41.0,0.25,0.875,0.15259573826103268,33,52,1,649.44
12200,3,104,34.666666666666664,7.6376261582597325,2,3,3,2,1,3,29,6,6,34.666666666666664,0.6666666666666666,1.0,0.22031613918056922,28,43,0,148.72000000000003
12202,3,143,47.666666666666664,8.082903768654761,2,3,3,3,1,1,29,6,6,47.666666666666664,0.6666666666666666,1.0,0.16957140773401597,43,57,0,204.49
12203,9,395,43.888888888888886,9.584420228219916,3,8,4,4,1,2,29,6,6,43.888888888888886,0.3333333333333333,0.8888888888888888,0.21837919507336517,28,57,1,863.0749999999999
12204,2,95,47.5,13.435028842544403,2,2,1,2,2,2,29,6,6,47.5,1.0,1.0,0.282842712474619,38,57,0,125.4
12206,1,57,57.0,,1,1,1,1,1,1,29,6,6,57.0,1.0,1.0,,57,57,0,65.83500000000001
12207,4,162,40.5,6.454972243679028,2,4,4,3,2,3,29,6,6,40.5,0.5,1.0,0.15938203070812415,33,48,0,249.48
12208,7,272,38.857142857142854,10.447145885018413,3,7,4,5,2,3,29,6,6,38.857142857142854,0.42857142857142855,1.0,0.26886037204091506,28,55,1,531.76
12209,2,76,38.0,0.0,1,1,1,1,1,1,29,6,6,38.0,0.5,0.5,0.0,38,38,0,95.76
12210,7,260,37.142857142857146,8.571825387640049,3,7,6,3,2,3,29,6,6,37.142857142857146,0.42857142857142855,1.0,0.23077991428261668,28,52,1,508.3
12211,6,250,41.666666666666664,14.12326685532305,3,6,4,3,2,1,29,6,6,41.666666666666664,0.5,1.0,0.3389584045277532,23,57,1,459.99999999999994
12212,2,76,38.0,14.142135623730951,1,2,2,2,1,1,29,6,6,38.0,0.5,1.0,0.37216146378239345,28,48,0,95.76
12215,9,466,51.77777777777778,9.404490653110589,1,8,7,5,2,2,29,6,6,51.77777777777778,0.1111111111111111,0.8888888888888888,0.18163179372960364,38,67,1,929.67
12216,13,619,47.61538461538461,14.841038045110263,4,12,8,5,2,2,29,6,6,47.61538461538461,0.3076923076923077,0.9230769230769231,0.31168577477614445,33,82,1,1708.4399999999998
12217,4,142,35.5,8.660254037844387,2,3,3,3,2,1,9,6,6,35.5,0.5,0.75,0.24395081796744753,28,48,0,218.68
12218,3,112,37.333333333333336,11.015141094572202,2,3,3,2,2,3,29,6,6,37.333333333333336,0.6666666666666666,1.0,0.2950484221760411,26,48,0,160.16
12219,6,213,35.5,8.803408430829505,1,6,5,5,2,4,29,6,6,35.5,0.16666666666666666,1.0,0.24798333607970435,28,48,1,357.84000000000003
12220,1,52,52.0,,1,1,1,1,1,1,29,6,6,52.0,1.0,1.0,,52,52,0,60.06
12221,2,95,47.5,20.506096654409877,1,2,2,2,2,1,44,6,6,47.5,0.5,1.0,0.43170729798757634,33,62,0,119.7
12222,1,33,33.0,,1,1,1,1,1,1,24,6,6,33.0,1.0,1.0,,33,33,0,38.11500000000001
12223,4,176,44.0,9.865765724632494,2,4,4,2,2,2,29,6,6,44.0,0.5,1.0,0.22422194828710215,33,57,0,271.04
12224,12,474,39.5,11.965860528261985,2,9,5,4,2,4,29,6,6,39.5,0.16666666666666666,0.75,0.30293317793068314,28,62,1,1147.0800000000004
12225,12,431,35.916666666666664,9.643257968260741,3,12,6,6,2,3,29,6,6,35.916666666666664,0.25,1.0,0.26848978101886056,23,48,1,1090.43
12226,3,133,44.333333333333336,10.969655114602888,1,3,2,3,2,2,29,6,6,44.333333333333336,0.3333333333333333,1.0,0.24743582965269673,38,57,0,181.54500000000002
12227,1,38,38.0,,1,1,1,1,1,1,29,6,6,38.0,1.0,1.0,,38,38,0,43.89000000000001
12228,4,190,47.5,10.969655114602888,1,4,4,3,2,2,29,6,6,47.5,0.25,1.0,0.23094010767585027,38,57,0,279.3
12229,1,62,62.0,,1,1,1,1,1,1,29,6,6,62.0,1.0,1.0,,62,62,0,71.61
12230,3,138,46.0,13.856406460551018,1,3,3,3,1,2,29,6,6,46.0,0.3333333333333333,1.0,0.301226227403283,38,62,0,188.37
12231,4,239,59.75,10.012492197250394,2,4,3,3,1,2,29,6,6,59.75,0.5,1.0,0.1675730911673706,48,72,0,368.06
12233,6,251,41.833333333333336,12.718752559377302,3,6,6,4,2,2,29,6,6,41.833333333333336,0.5,1.0,0.3040339257221666,28,62,1,461.84
12234,2,76,38.0,7.0710678118654755,2,2,2,2,1,1,29,6,6,38.0,1.0,1.0,0.18608073189119673,33,43,0,100.32000000000001
12235,3,141,47.0,13.527749258468683,2,3,3,3,2,2,29,6,6,47.0,0.6666666666666666,1.0,0.2878244523078443,33,60,0,201.63000000000002
12236,4,176,44.0,17.530925056406275,3,4,4,3,1,1,29,6,6,44.0,0.75,1.0,0.3984301149183244,28,67,0,283.35999999999996
12237,1,57,57.0,,1,1,1,1,1,1,29,6,6,57.0,1.0,1.0,,57,57,0,65.83500000000001
12238,1,48,48.0,,1,1,1,1,1,1,29,6,6,48.0,1.0,1.0,,48,48,0,55.440000000000005
12239,8,373,46.625,14.00956306038333,2,8,4,4,2,3,29,6,6,46.625,0.25,1.0,0.3004732023674709,20,62,1,738.5400000000001
12240,1,52,52.0,,1,1,1,1,1,1,29,6,6,52.0,1.0,1.0,,52,52,0,60.06
12241,51,2232,43.76470588235294,13.178145901900034,4,51,11,6,2,4,29,6,6,43.76470588235294,0.0784313725490196,1.0,0.30111354883373737,18,77,1,16338.24
12242,4,193,48.25,11.898879499067688,3,4,4,3,1,2,34,6,6,48.25,0.75,1.0,0.2466089015350816,38,60,0,310.72999999999996
12243,1,38,38.0,,1,1,1,1,1,1,29,6,6,38.0,1.0,1.0,,38,38,0,43.89000000000001
